MainText,Label,CleanText
"Ay is this Dillon? this is Aleah... we txted on Coffee Meets Bagel last time I went up to visit my cousin but we didn't meet for drinks.. I'm back in the area right now if ya want 2 actually go out while I'm here, are ya up 2 it?",ham,ay dillon aleah txted coffee meets bagel last time went visit cousin didnt meet drinks im back area right ya want 2 actually go im ya 2
"Disfruta las mejores series, peliculas y canales adicionales, con Claro video siempre tienes algo nuevo que ver. https://bit.ly/3dRoiZe ",smish,disfruta las mejores series peliculas canales adicionales con claro video siempre tienes algo nuevo que ver httpsbitly3droize
(PayPal-Issue : Your account has been restricted.Check it here Immediately.> https://me2.do/GBIOwzEt?V4ZGKR ~) 29FNO ,smish,paypalissue account restrictedcheck immediately httpsme2dogbiowzetv4zgkr 29fno
United States Postal Service: Your package has the wrong forwarding address and has been temporarily suspended. Please reply to [ok] and take steps to reactivate it. [ https://wsends.com/go/Tracking/R2H9 ] ,ham,united states postal service package wrong forwarding address temporarily suspended please reply ok take steps reactivate httpswsendscomgotrackingr2h9
"Unusual Activity : We've suspended your Amazon due to unusual activity Login attempt from : [84.111.233.111 - Israel] Device:Mozilla/5.0 (Windows NT 10.0) Our System has been locked yo ur Amazon account To restore your Amazon account, please verify your identi ty below : http://www.xprswebsite.com/free/dev2/support?=7455071 You need to verify your account within 2 days or your Amazon account will be terminated. Best Regards, Amazon O",smish,unusual activity weve suspended amazon due unusual activity login attempt 84111233111 israel devicemozilla50 windows nt 100 system locked yo ur amazon account restore amazon account please verify identi ty httpwwwxprswebsitecomfreedev2support7455071 need verify account within 2 days amazon account terminated best regards amazon
"Unusual Activity : We've locked your Amazon account due to unusual activity. New Login from : Mozilla Firefox 8.7 [ 45.71.144.113 - Russia ] Our system has locked your Amazon account for security reasons. To unlock your Amazon account, please verify your identity below: https://wua.soundestlink.com/link/62ec0819e7239400160765f9/62ec07fec03d7d001dc835c5/62ec07eb316b48001c631e48?signature=9914fff38c28a734939ec6ad3c3f038680fa15f715f60 9593c985923dadb61fe you do not verify your identity If before 24 hours, your Amazon account will be terminated.",smish,unusual activity weve locked amazon account due unusual activity new login mozilla firefox 87 4571144113 russia system locked amazon account security reasons unlock amazon account please verify identity httpswuasoundestlinkcomlink62ec0819e7239400160765f962ec07fec03d7d001dc835c562ec07eb316b48001c631e48signature9914fff38c28a734939ec6ad3c3f038680fa15f715f60 9593c985923dadb61fe verify identity 24 hours amazon account terminated
"You just sent a payment to Brett Briggs for $6.50 USD. If you do not make this transaction, you must cancel before 4 hours:""https://lnkd.in/ekwVSzPa"" (PP-REF:#XFM6ZT)",smish,sent payment brett briggs 650 usd make transaction must cancel 4 hourshttpslnkdinekwvszpa pprefxfm6zt
Your parcel (#US91177J) which includes the following products: 1.PS5. Cannot be approved for delivery pending the outstanding tax balance has been paid. Current outstanding balance: $1.22. Additional info like2playnow.com/fi5dbp ,ham,parcel us91177j includes following products 1ps5 approved delivery pending outstanding tax balance paid current outstanding balance 122 additional info like2playnowcomfi5dbp
2069-Ft² House Just Listed 513-Mo below Xeo6.me/8ek26N,ham,2069ft² house listed 513mo xeo6me8ek26n
"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: giddybreasts.com/DSRRmEAccl",ham,free msg bill paid march thanks heres little gift giddybreastscomdsrrmeaccl
Y.our bill for l.ast month is r.eceived. Thank you. here is our small l.oyalty re.ward fo.r you: 61uxsyo.qmrWM.Com/zyd8,ham,bill last month received thank small loyalty reward 61uxsyoqmrwmcomzyd8
Chase Alert (SM):We noticed unusual activities on your account.Visit chaselocked.com/web to verify the activities. Reply STOP to stop.Msg & data rates may apply.,smish,chase alert smwe noticed unusual activities accountvisit chaselockedcomweb verify activities reply stop stopmsg data rates may apply
Pres Trump: This is the final time I'll reach out. I need you to update your Voter Verification survey RIGHT NOW. Take canvass here >> https://win22.org/r.wr?id=9wJ8pTXh ReplySTOPToEnd,smish,pres trump final time ill reach need update voter verification survey right take canvass httpswin22orgrwrid9wj8ptxh replystoptoend
Your payment for September is paid. Thanks. here's our surprise gift for you: Pbpls.COM/E5JyPE6w5t,ham,payment september paid thanks heres surprise gift pbplscome5jype6w5t
"BofA Alert: We 've placed a hold on your debit/atm card due to some unusual activity, To recover Visit https://profib04.com and verify your identity",ham,bofa alert placed hold debitatm card due unusual activity recover visit httpsprofib04com verify identity
Hi this is Sammy and I just loaded new my best videos in my personal site. find it here: http://slzbyy.com/GvR0t2ZV,ham,hi sammy loaded new best videos personal site find httpslzbyycomgvr0t2zv
intimate notice: Mary live in the area and is seeking no-strings partners. Review your invite:http://hygrjv.com/2oyhOQV,ham,intimate notice mary live area seeking nostrings partners review invitehttphygrjvcom2oyhoqv
Pc user- KatieT0021 sent you a chat invite. Accept below:http://ywrfyp.com/VkwuzqG,ham,pc user katiet0021 sent chat invite accept belowhttpywrfypcomvkwuzqg
"Hello baby, Karla here. You make any plans for today? If not, email me...http://zglptv.com/no2hrZB",ham,hello baby karla make plans today email mehttpzglptvcomno2hrzb
Hey baby did you know! I update my pics gallery from my profile. Look them here: http://yjpgbx.com/mn1lkyE,ham,hey baby know update pics gallery profile look httpyjpgbxcommn1lkye
You got a text from FunKatie88! Tap here to access inbox:http://ytdbby.com/A2RsGxy,ham,got text funkatie88 tap access inboxhttpytdbbycoma2rsgxy
You got a local fl!ng request from Linda. Respond here:https://bit.ly/3RQ1z1n,ham,got local flng request linda respond herehttpsbitly3rq1z1n
"Hey babe, what r you up to? I'm home alone, u want to come by? Text me:http://zvsjxy.com/4qAcRgK",ham,hey babe r im home alone u want come text mehttpzvsjxycom4qacrgk
"Hi what are you up to tonight, any plans? I'll be here, if you want to chat:http://kbzjgb.com/N2lswyl",ham,hi tonight plans ill want chathttpkbzjgbcomn2lswyl
BacksideAds notice:Karen has opened her x-photos for you. Access here: http://fkggnl.com/gGRI4Zw,ham,backsideads noticekaren opened xphotos access httpfkggnlcomggri4zw
Area females wanting intimate date nights out on the town. Access here: http://y.jgdfr.com/ZoAhX9Z,ham,area females wanting intimate date nights town access httpyjgdfrcomzoahx9z
"Hey, do you have any plans for tomorrow after work? It's Trisha, let's grab a drink! I'll be here: http://mzjxyk.com/N2lsw3m",ham,hey plans tomorrow work trisha lets grab drink ill httpmzjxykcomn2lsw3m
"Hi, Katie here. I'm sitting here at the bar, want to meet me? Contact me back...http://ypzvtd.com/OmwsYW8",ham,hi katie im sitting bar want meet contact backhttpypzvtdcomomwsyw8
Netflix is Reimbursing you $100. Time Left to Claim (48) hrs http://carecondemn.com/BYMRKW Netflix is Reimbursing you $100. Time Left to Claim (48) hrs http://carecondemn.com/BYMRKW,ham,netflix reimbursing 100 time left claim 48 hrs httpcarecondemncombymrkw netflix reimbursing 100 time left claim 48 hrs httpcarecondemncombymrkw
You got an intimate invite from Sarah. Read what she said now:http://cgmfdk.com/E2Ysk70,ham,got intimate invite sarah read said nowhttpcgmfdkcome2ysk70
Member-Ezdebra504 sent you these pix. Find below:http://ypzvtd.com/OmwsYW8,ham,memberezdebra504 sent pix find belowhttpypzvtdcomomwsyw8
You received a b()()ty call from Amanda. Read your invite now:http://zytdgx.com/G21s2n0,ham,received bty call amanda read invite nowhttpzytdgxcomg21s2n0
"Hey hun, wanna chat and get to know one another? Anyways let me know. I'll be here: http://cgmfdk.com/E2Ysk70",ham,hey hun wan na chat get know one another anyways let know ill httpcgmfdkcome2ysk70
VENMO Customer: Claim Your 100 Dollars http://augmentreversed.com/KIZWr1,ham,venmo customer claim 100 dollars httpaugmentreversedcomkizwr1
"I am at my boys home Just trying hot positions, wanna see? Access here: http://prmytz.com/9yJfrBg",ham,boys home trying hot positions wan na see access httpprmytzcom9yjfrbg
FB alert - acct EzKate0696 has sent you a private msg. Read and say HI below: http://jkyrlw.com/YnzljRD,ham,fb alert acct ezkate0696 sent private msg read say hi httpjkyrlwcomynzljrd
"DoNoT Reply_State Of California (Employment Development Department). Your EDD Unemployment Claim account is currently on hold for verification, Please complete your verification by following the instructions in the link below. https://brightvision.edu.pk/ca/verifyedd",ham,donot replystate california employment development department edd unemployment claim account currently hold verification please complete verification following instructions link httpsbrightvisionedupkcaverifyedd
Inbound friend solicitation from WetSara002. Respond now: http://dcydpl.com/grguJq2,ham,inbound friend solicitation wetsara002 respond httpdcydplcomgrgujq2
What is your favorite position on bed? You wanna see my favorite? Go here: http://wbfmqs.com/M2ksvNA,ham,favorite position bed wan na see favorite go httpwbfmqscomm2ksvna
KatieT881 mailed you a bang buddy proposal. Read her message: http://gfxmth.com/6vDFZpW,ham,katiet881 mailed bang buddy proposal read message httpgfxmthcom6vdfzpw
"hi there, it's friday! My name is annie and was wondering if we could meet sometime. write me https://bit.ly/3shWipe",smish,hi friday name annie wondering could meet sometime write httpsbitly3shwipe
You received a text from SxySandra89. Press here to access your inbox: http://ntswkf.com/Q2osg6L,ham,received text sxysandra89 press access inbox httpntswkfcomq2osg6l
Oprah had a Heart Attack! Read http://relateversion.com/1DvMxP,ham,oprah heart attack read httprelateversioncom1dvmxp
Alert: Your Edd account was just signed in new device. If this wasn't you kindly click here https://secur-34b0a-protect.duckdns.org/auth/ to regain the access or visit nearby branch.,ham,alert edd account signed new device wasnt kindly click httpssecur34b0aprotectduckdnsorgauth regain access visit nearby branch
fl!ng solicitation - Angie wants to meetup. See now: http://tvmscy.com/B2VSOWO,ham,flng solicitation angie wants meetup see httptvmscycomb2vsowo
See the intimate pictures Kelly released 4 you! Unlock below...http://dtwxzf.com/003u52r,ham,see intimate pictures kelly released 4 unlock belowhttpdtwxzfcom003u52r
My hubby left on vacation and the mf left me all alone. Like to fool around? http://pslajs.com/ROpuoXO,ham,hubby left vacation mf left alone like fool around httppslajscomropuoxo
"Hi baby, here are the photos I wanted to share with you. Let me know what you think...http://psjzzw.com/no2hgVq",ham,hi baby photos wanted share let know thinkhttppsjzzwcomno2hgvq
You received a friend invite from Curvy Marta002. Answer back here: http://ryjlvn.com/P9nu967,ham,received friend invite curvy marta002 answer back httpryjlvncomp9nu967
BustyMary89 sent these triple x-photos 4 you. Open them here: http://swhcdt.com/zErCE7I,ham,bustymary89 sent triple xphotos 4 open httpswhcdtcomzerce7i
"Hi honey, heres the selfies I forgot to send to you. I hope u like them, msg me...http://crglhy.com/3pzFoOA",ham,hi honey heres selfies forgot send hope u like msg mehttpcrglhycom3pzfooa
"Hello honey, Elizabeth here. You got any plans for today? If not, message me...link}",ham,hello honey elizabeth got plans today message melink
"Hi there, this is Hillary. Let's meet for a bite or drinks? Txt me: http://hnkmrb.com/WIXTZAO",ham,hi hillary lets meet bite drinks txt httphnkmrbcomwixtzao
Lisa sent you a kiss. She shared her s3xy pics with you. See now: http://mphrbt.com/J24sIRz,ham,lisa sent kiss shared s3xy pics see httpmphrbtcomj24sirz
HotJackie871 is hoping for intimate pleasures. Accept her invite here: http://tftjrl.com/8xGFWIB,ham,hotjackie871 hoping intimate pleasures accept invite httptftjrlcom8xgfwib
Brenda shot you a live video invite. Access her webcam here: http://cvvwbt.com/P9nu9lx,ham,brenda shot live video invite access webcam httpcvvwbtcomp9nu9lx
